longitude,latitude,date,soil_ph,organic_matter,nitrogen,phosphorus,potassium
116.42472407130842,39.58521898769257,2023-01-30,5.405127907566515,1.6838909602857406,144.46341901182916,25.57266683107732,204.58719140095968
116.77042858384594,39.25048397899703,2023-01-17,6.928393447980164,2.6404821604591,106.33136419739753,29.750727354994158,125.1541805620271
116.63919636508685,39.29697722845677,2023-03-03,7.348357451288375,1.970807298576474,109.80284845000051,24.010234367158347,157.18432385117688
116.55919509051822,39.739132513116246,2023-03-25,7.733096797534547,2.2435428125142924,70.3077684182837,31.58639113365593,126.53947089277177
116.29361118426546,39.563857435795754,2023-03-30,5.837685536867429,2.585297101790432,138.39655020295328,27.00671813512395,216.68086887405224
116.29359671220172,39.20551823096998,2023-03-27,6.256908451655258,2.917782699174952,126.27723926940268,35.91253512088544,112.86537167738652
116.23485016730092,39.26088292571962,2023-01-13,6.69386694886649,2.0545783287744612,86.36359349733542,23.15239191588885,165.7308824175873
116.71970568746497,39.59810106146483,2023-02-28,8.137919136904191,1.3376401692737994,84.82802000011705,26.02274698045373,127.95268756566601
116.56066900704593,39.203036950307734,2023-01-19,6.591889174571117,2.590265420902716,102.54738745257978,19.84211876564921,139.3767707565604
116.62484354667762,39.2964848308505,2023-02-18,7.741010283786377,3.8217857916992752,135.87315883960707,22.3535088122689,163.60613501235528
116.21235069657749,39.529240273619955,2023-01-12,6.635978322325847,2.398576890164924,113.99279023822743,28.093432739239528,186.7375331287843
116.7819459112972,39.615137118615614,2023-03-02,7.422596149142764,2.523457717475129,103.9042616667935,30.646622187697503,198.70189686897137
116.69946558448025,39.59117675570156,2023-01-19,7.3212638772416625,3.3910818092680395,99.87768213833007,39.82505175860361,103.89156119921039
116.32740346640696,39.33456158567634,2023-03-17,6.632870506006521,2.7951373095308942,98.98176084343626,24.516855466883896,158.03253673093386
116.30909498032426,39.62730753280852,2023-01-09,5.683693402190276,2.608430518491469,81.3264339778488,20.33393296177201,193.78480810150563
116.31004270591207,39.342349452498084,2023-03-12,6.2847244496568395,2.7210583326567366,95.85208336707251,28.766628801886206,99.44067183714179
116.38254534577572,39.39523981889556,2023-01-28,7.691236139107583,2.6251219662868244,98.58843840645665,19.36086389749347,159.4315048216454
116.51485385897934,39.647894843070816,2023-03-19,7.20226013478409,1.930122785921647,133.65246472914293,27.82138694013368,149.93748607739448
116.45916701118527,39.58977973942833,2023-02-21,6.153079738582522,1.8292774211001512,116.6855389370677,22.488721419029382,162.43625443139365
116.37473748411882,39.709534046296504,2023-03-24,6.226153089100481,3.4434140560621183,103.48830313965078,26.057974851901967,126.83087924020575
116.56711173683343,39.5945677353802,2023-01-16,5.115301516987546,2.5919416759525786,166.19445510812375,30.455230510823338,106.9314351535968
116.28369631639123,39.540985162001284,2023-03-10,7.655471033585449,2.5500477212898494,106.72206172906668,24.44633285459652,92.60680724462924
116.37528678912113,39.256204860696855,2023-01-12,7.2088508481969225,2.454886167971895,143.34205828767273,29.664395421643107,179.2915186038631
116.41981710597622,39.42062948183566,2023-01-25,6.390337743166517,2.8905366338082263,152.4221711557543,29.365792743095746,183.12147409450063
116.47364199053023,39.359121420609036,2023-02-21,6.660107535338738,3.769345550868743,88.60079324685314,15.678342358454527,159.08056046987957
116.6711055768358,39.34639378602745,2023-03-26,4.763307337495672,2.7619763335538967,121.47925928147136,20.49199626982214,133.9755495093571
116.31980426929502,39.78380633285146,2023-02-22,6.1106284031658005,2.2059565868427238,109.64932698183551,17.19096569302264,101.30862319602764
116.50854066304817,39.435858634800056,2023-01-23,7.567556512691309,2.433299571054228,108.02151206881328,35.00868551265068,166.90036387515073
116.55544874131722,39.735227933106266,2023-01-16,7.285237901384065,3.0354982336026275,131.10753633613817,24.47304037281337,116.97662151489945
116.227870247632,39.57868317559836,2023-02-26,6.764560445651146,2.2085996992935013,107.54259007153432,33.90414606483321,128.66104125718385
116.56452691114086,39.67688678212499,2023-02-08,6.48822539309205,2.926123244515134,110.08061907347059,16.835238597290083,132.40307761311843
116.30231447421238,39.50158225586311,2023-02-22,7.137124343757061,1.3396313130109347,116.63770208749413,22.13615787725737,144.07394322909096
116.23903095579116,39.546142330775815,2023-02-11,6.274891914759131,2.3850602142768067,112.53201463246862,29.002491208829863,127.22878658374054
116.769331322352,39.49551061629132,2023-02-27,5.168245443043993,2.8140700067403346,96.5285958597575,25.89637302213342,151.00376312976908
116.77937921984473,39.31714579267883,2023-02-08,6.495040688260902,3.1350627732878578,135.91813009694948,27.664299464067295,131.34545098480825
116.68503840886987,39.6334712691569,2023-01-14,6.822495461668462,2.0907628914788043,140.97061877015202,18.730958831033714,171.04119194517668
116.38276826150403,39.36846341746451,2023-01-05,7.398142147838417,1.7486174911846981,126.87237179070435,31.884017464394645,180.9318874196416
116.25860326840383,39.214589579858874,2023-02-04,5.347043391603201,2.3696324175540906,112.46894697955469,28.885080478786445,153.25628028085316
116.61053981590729,39.5872833775443,2023-03-28,6.401670954758836,1.9372904961265556,105.89578527340437,27.00812752745737,163.87879006143308
116.46409149624377,39.30626640764423,2023-03-16,6.439757076195901,2.425481666635235,105.92759874147107,21.57194859459096,213.53567848877668
116.27322294090688,39.764275150611745,2023-01-18,5.618998476122311,2.496673272684381,167.14752730065416,26.619000638029725,114.82190229416051
116.49710614606676,39.77235714620155,2023-03-17,6.890138619938635,1.8404274773990275,138.7567660313329,23.54255010503255,112.99595696159683
116.22063311266913,39.74891863413227,2023-01-09,7.097894425289441,2.9022195550554324,103.19779842833323,16.74754394981119,170.84993702330624
116.74559224124727,39.42209522015327,2023-03-15,6.2674461535751655,2.4213930533177743,123.29395654874281,24.74788574139256,208.39628512544297
116.35526798896001,39.20927396991733,2023-02-27,8.144074086897177,3.040229934502675,112.74929949801275,24.21634800888737,142.18504314183832
116.59751337061239,39.75699113755263,2023-01-17,6.244511993973074,1.577547379851953,131.6760075231258,30.3120075493756,201.8050152665628
116.38702664565365,39.45691048899039,2023-01-07,6.142653223447466,1.9914039147273046,130.86998205578683,13.827867788428987,152.8930115638047
116.51204081270669,39.7799928914262,2023-02-15,6.119462921625118,2.758334654324061,141.67219307810942,26.175999144273504,129.57338153882756
116.52802616760597,39.77817198625355,2023-01-13,5.8476007413692095,2.1004447145873675,102.98887082675608,19.222159759471413,120.2792283408689
116.31091267331531,39.711805673280416,2023-02-09,6.052779605412915,2.417732170975152,122.09470597276261,26.596116710977732,168.88240754660362
116.78175077665873,39.37666933524175,2023-02-11,5.352728904613981,2.5003495587785873,85.02906030084947,26.87140027788653,122.5512279665191
116.66507969401667,39.43105863716116,2023-01-09,6.346773740869366,2.579127990476684,94.85319399142311,24.565776114349042,152.43830528301083
116.76369936493852,39.71068200291011,2023-02-19,6.545979202419438,2.1612168936331466,137.68201673118358,29.03646562405542,197.50395076152282
116.73689641025659,39.39015320309377,2023-01-27,4.673758007967361,2.574643281736239,100.98632417189346,18.771169704501503,140.79658821385888
116.55873998728666,39.30169564801166,2023-03-07,6.418440390016115,2.10872814738276,103.18182403904291,30.538602251408502,189.42028423931697
116.75312454101386,39.53408075747501,2023-01-05,6.533707265393543,2.8371402343733876,119.83443850899901,21.459605669029294,113.5636953082078
116.25309550123116,39.76169286449647,2023-01-29,6.911671192552431,2.442577990258488,133.8952206169308,17.220506747550523,133.982726960496
116.31758971745148,39.617617878004985,2023-02-06,7.463708058060661,2.577518311797759,98.78346408331808,23.638020147500956,107.7856792135525
116.22713637334633,39.54203670205362,2023-02-07,7.181083411680408,3.784963419845167,50.38382342479832,14.524212386600073,152.1899026792007
116.39519819845796,39.25830589626246,2023-03-24,6.0037090219715585,1.9464477726999894,102.59553515712977,26.270869461231012,173.40234539149748
116.43320637381369,39.5690043360195,2023-01-08,5.910870262193883,3.194291134520144,144.11256155905676,23.703747787098873,152.2556126281856
116.36280941906433,39.794032310062555,2023-03-06,6.963603521239883,1.1703243214753136,126.86270102033747,31.16843460688018,186.81150179910455
116.69724250549116,39.28405040914192,2023-03-27,6.062176130929983,1.4608116725405285,146.47749607574426,28.244621052534978,127.5246227811261
116.41405199601616,39.51099779141824,2023-01-17,5.5175567847011004,1.8796799611562145,97.36367715734609,18.04001831405995,156.76028261067202
116.36856070581243,39.72642384315677,2023-03-12,8.399313394720478,1.911235817362532,87.21207464671888,20.808062544410575,134.1759202915843
116.52561764989495,39.64446117065252,2023-03-30,6.251420588306245,2.601850899069425,129.2509710529508,27.603322102671044,160.85029756270964
116.28455453498486,39.61820944459716,2023-02-14,5.998780653849165,2.644921132084234,124.80045475370092,29.235395049925174,165.11208138637278
116.68131818845242,39.621490450392265,2023-01-04,4.746295955006417,2.3725893658138175,126.11108640754517,31.112504574434404,167.47187879952187
116.24473038620786,39.415694690731854,2023-02-05,7.181121673903063,2.425061016618769,138.65993285301136,31.072546426526742,117.88216985293194
116.79213216196031,39.3761551065587,2023-03-11,5.709651323362767,2.7638823804658306,128.4336984782452,24.55238694876047,123.30761694640293
116.66334686157799,39.68561669328711,2023-01-31,6.522896447654261,2.916611938810371,128.11235186280757,26.813278111255844,128.87136875426432
116.3192294089205,39.686068036807505,2023-01-19,7.274898525043537,1.8367304919451204,134.3001402760228,31.493692519718984,142.83357756400207
116.20331327027417,39.72024339114806,2023-03-02,5.722185161820743,2.319054514383498,130.04833264374054,23.483457690320257,152.6155921261929
116.6892768570729,39.74794433153388,2023-02-23,6.563585961454031,2.465205088543495,137.14891863434812,26.89863093470062,171.2426736557003
116.62411440630856,39.506805439316565,2023-02-08,7.719029928155047,2.742657998280227,140.17041649557163,23.365596101601742,124.55703901982305
116.63740430082458,39.50090977681232,2023-03-15,4.534602354509216,2.1136664288632647,150.6337760248183,22.245259427672863,101.96942106894744
116.66276220801157,39.678977107380064,2023-03-31,5.851595322416625,2.4553894122031648,107.01617350192642,25.241925591429016,214.6722948962037
116.24442679104045,39.58997835846666,2023-01-19,5.776366492970343,2.514991817263579,129.61124214821496,21.562282743302042,116.0564093804271
116.41507943712656,39.62118012635462,2023-02-08,6.350475901951673,2.1477649482702352,112.59353262805406,24.345420136151255,175.08971168986653
116.26952143571508,39.67747560166166,2023-03-08,6.46176729810117,2.1358424250260573,103.32882025441467,19.825225677339336,150.93800631746024
116.71786205552536,39.73400320509054,2023-02-14,5.650989893642728,2.5493728888186675,106.20919357839267,24.050028064088103,157.53916922419143
116.57397887609653,39.40279709411092,2023-01-13,5.976501323109588,2.434827427006396,129.89911035123052,27.241951468079307,149.95348482492292
116.39853881491159,39.42534977158397,2023-02-27,5.881420023637742,2.750238759710316,128.36505109572002,22.056182318966023,138.45474354158623
116.23813501017162,39.25638916390452,2023-01-20,6.219368603861705,1.973370639677502,128.00824058476874,25.046458762654563,163.91916848770376
116.3865893930294,39.5469680845977,2023-03-13,6.674578186024877,2.324659236060606,115.48572704861334,25.696712968106322,136.84238381228113
116.39510999321605,39.22156536427805,2023-03-02,7.228451297896864,2.385391974223204,120.06829502356821,27.262674459106673,184.9890824171037
116.63776370700283,39.479358810879475,2023-02-08,7.344264797237132,2.9069319540618026,136.355053917521,24.33210079347392,167.05323018768462
116.58253448281313,39.52558678082455,2023-01-01,7.022907409068259,2.0297931127160487,90.21213880701387,30.42933170933903,167.98782339844482
116.7323276455458,39.37192475127697,2023-01-03,5.800820704411922,2.6173260025775433,120.49284196857168,14.49540569274041,134.7863081983023
116.48332895509716,39.5544999563414,2023-03-18,6.497363263738117,2.6263777537689434,121.79912296253579,39.68876423583887,142.90935788733012
116.27175654756299,39.21830014996343,2023-03-03,8.39946352279391,3.3231986213399867,135.066085381553,20.64433117981242,114.36261574073805
116.6279468723338,39.22240891324953,2023-03-04,7.311626154149838,1.9964553178468694,92.9950317611435,27.01695011677039,139.40951829823314
116.65647102917013,39.69356033639579,2023-01-25,6.14759635290118,2.171383340941253,149.90267491034822,20.307660448970758,118.90272250931108
116.5367663185417,39.41611438484676,2023-02-25,7.765630546371024,2.0313221588883397,124.2726084885702,28.22134079754651,189.39205546766146
116.66258030797273,39.276236307591134,2023-02-02,6.189544648162069,1.6651104139658,125.33161093389873,26.38284576297464,151.51607446782018
116.49627735781864,39.513345956032886,2023-02-07,5.965278425357385,3.3823434671313595,111.97240485335547,21.746432313274553,155.11491705121293
116.5136396976292,39.66199613185916,2023-01-06,7.616585548742851,1.8792493845254388,130.76044709593688,30.365436727051566,143.24560417949937
116.45652461101513,39.32949261649811,2023-02-27,5.452280567990481,2.091847295472577,120.95908100566211,24.180195601990395,155.92736766154223
116.21525147604646,39.5737342854914,2023-02-13,4.968977935785315,3.1578832541410797,144.17963888212932,27.73607969028502,223.9463290757305
116.26473485619599,39.25120847899626,2023-02-14,7.25302766244838,1.6234464765308925,91.17011503872769,20.41420097401982,140.99579146822526
116.21885751141204,39.23100903270117,2023-02-01,6.522152745292971,2.8781757846436906,123.51091659781017,24.8455618221421,130.48760895870018
116.58184624675826,39.51881277894089,2023-02-14,6.601892382829725,1.7934878273291113,128.17024696754854,35.017036335910525,165.89079398716328
116.3886135886458,39.524381072966065,2023-03-02,6.210861728458418,3.1233473682647936,116.27255211273817,29.81482764557065,74.22844099192535
116.50514241469882,39.58245794089893,2023-02-16,6.309205306092753,1.4150611564795708,111.90668353385908,26.53810377725526,151.91870360732798
116.74453988435566,39.635654800233596,2023-01-21,6.133512077734899,1.6232652918746686,112.74085442062585,22.75539586195102,138.84861290121296
116.34957533748933,39.78551124767752,2023-03-21,5.99920565579648,2.2275388825205455,123.49278538735656,25.337492679375043,120.23060201891717
116.44622975382138,39.509780208980715,2023-03-26,6.19447182210499,2.9859113450863677,83.80082198038588,25.98782995086191,165.232730109345
116.65333068312583,39.39377388376475,2023-03-16,6.169239008945841,2.484520874681713,139.3002992212646,27.246142174598727,151.61965255337378
116.33727889929497,39.67711171686122,2023-02-05,5.837132983185011,2.3321424635567145,110.39736264608298,19.61669745911167,95.9277327751735
116.24618794589728,39.36249935075725,2023-01-19,6.063864640534525,3.1730221037323587,122.55605394733566,28.342039804711824,130.60411436422686
116.37385087174826,39.46338285242338,2023-01-20,4.4977923826702275,3.5776197692165366,127.34204533576134,19.552034508526738,63.35186384421826
116.2967327723524,39.24707382880536,2023-02-26,7.047713761244135,2.8361286422068863,109.48389225374086,33.15562926140936,158.7980794240051
116.75781859140554,39.21521044604928,2023-01-18,6.812202615186513,2.1885727484493582,117.37923186002008,21.141858387915608,158.4989825532047
116.68487222773865,39.77758904880675,2023-02-16,6.432072934003334,2.2909284829953642,79.29519518748992,26.48314159838088,126.2015431849898
116.58004225390626,39.701588072307324,2023-02-18,6.689859507807794,1.8557763101213376,134.64247214666145,30.02571286639009,166.2033813504938
116.72287635411263,39.61758452365622,2023-01-14,6.718861922510903,2.550408711127026,141.6013800064433,23.73809978267775,111.52504136635433
116.68220324613947,39.44537176664856,2023-01-15,5.920798562716561,1.6852035070118365,85.98012896122492,26.70300009549929,121.00448922195021
116.31194203533163,39.30397659204251,2023-01-31,6.073935758223676,2.7759318276547504,111.87014246607477,32.175907745950255,162.51571393147694
116.73553539909399,39.29386222560265,2023-01-01,6.922653287704301,3.5027870228199767,95.40261243518371,27.82201493946633,129.33999735111172
116.52360534514939,39.35014573889876,2023-02-23,6.666002788127309,2.858795789896525,116.44519357025189,26.777753148371765,148.12029131392666
116.68446409309844,39.529535998823675,2023-01-03,8.134656391745844,2.265426139902533,132.9727266944192,16.576073025897692,133.0905291772097
116.7376547799541,39.628757553620034,2023-01-16,7.795689724349849,2.763468706315895,139.7461779851325,20.331388736298887,137.67206531102448
116.39080208498312,39.596118426030635,2023-03-28,7.24640971231068,3.3102667225829387,142.43706378853696,30.234600638250058,138.9832735213502
116.26603115471661,39.36796033816757,2023-02-26,5.890612067417744,3.2852473176305694,146.21087649384427,27.84975152670691,128.79729728345467
116.33676109752517,39.77291916839791,2023-03-16,6.04835439738434,1.9981210542183145,115.55174443088869,28.607331368925372,159.07349143080373
116.45626467317575,39.64273815001746,2023-01-12,5.698362621097012,2.7551481947911616,97.06082742533121,28.176984661074485,131.16214539738152
116.6908088595535,39.53261243150684,2023-03-15,6.723805879829367,2.4209492549649005,117.70819399384062,31.44878264187687,150.47060141386805
116.7164383499538,39.56703244774061,2023-01-16,4.307236124432238,2.903296623956843,132.66535004607152,23.693000375224386,128.1380495587679
116.20417127831871,39.45176003745667,2023-03-13,6.133104578445601,2.6918069769083854,95.45480438158285,25.602499793946507,103.97104120846625
116.50644838154653,39.3486385937007,2023-03-17,6.2546268805425465,1.3151392952577763,153.20273906896483,19.856628334354582,177.37305747777498
116.45044660188927,39.41358360719076,2023-01-24,5.2805675734640065,2.3259934568515805,137.95777077520682,18.60988708281812,164.98580955286226
116.33326468628243,39.65470766627862,2023-01-28,7.138189051662907,2.599279181448146,115.86865663137343,16.78129642205971,218.66046206393017
116.2719192204002,39.20863609317786,2023-01-08,5.588686617128094,1.782817516420577,105.78256139177518,20.574182505000763,118.68081480005225
116.40256910284218,39.26964358430415,2023-02-05,6.714194132562609,2.7905110049329926,106.61757837774714,32.76280907744821,143.73118538003908
116.76574582234751,39.22760158521305,2023-03-31,8.72702193879124,1.7379923791364849,121.4841242760031,17.23636466091981,146.14477557432582
116.39392175921246,39.22443728139138,2023-01-08,5.211195512035823,2.1007804762914732,115.41194794539295,23.48232007211401,179.68108314846393
116.51127437304602,39.7132763504066,2023-02-27,6.381158875994361,3.1706559598500674,139.0100551056525,18.53427338176921,134.78676317602174
116.6218113753371,39.62219471562801,2023-03-01,6.174031889891788,2.058111105567866,113.14048343394742,21.995130184983196,114.86874437472437
116.41817776142757,39.484504297452396,2023-02-19,6.018425056882892,2.786983479600838,130.11003621222983,25.848468961760098,186.23427925383007
116.78306924963258,39.2587004963906,2023-01-28,7.108200875708288,1.6232131410456565,119.4215023165026,21.49942063397496,140.50049912216315
116.77746837696526,39.4949695250701,2023-02-10,7.385063283862754,3.540657328382571,125.39338714794141,30.448324325082307,176.35930529178128
116.35106937749522,39.484083062468336,2023-03-05,7.1173105194410695,2.3477231807563714,115.39887128807234,32.66989060424783,172.86595202376634
116.49834910353543,39.30392112194601,2023-01-27,5.921328734039013,2.5476604034738597,134.15431082499242,13.754521359720304,149.103285782931
116.38052698589006,39.46031098954278,2023-03-04,8.447078462721933,2.5895183982744827,134.45080160580153,21.585038348244385,144.77058884895757
116.37090429662648,39.43910284063843,2023-01-17,5.083805449326486,2.8037834321656794,129.1985805164429,25.29571061136211,138.25305581010588
116.22213216841273,39.56951005883133,2023-03-14,5.673896744772565,1.7404100085069114,132.1502865429901,30.630585130076902,149.54420613690033
116.56573860038793,39.581056190520584,2023-02-02,6.635783427512299,2.497331764581668,101.11262444913895,22.728778624233687,175.89300678511893
116.50160741393732,39.22718240586323,2023-03-25,6.5715151353165195,2.170615587109322,126.46491525817959,24.900323023770948,126.10679456821262
116.23088725075,39.424767568775884,2023-03-18,6.890435263502999,1.655221386960865,144.98403534975068,19.216278874740258,153.2653689062736
116.36718787854197,39.57551594942854,2023-01-29,7.7641072760601615,2.993561100064355,129.82809134038996,17.336020738688273,116.44105715403578
116.74495953158,39.501881755148055,2023-01-13,6.404119264507521,2.3239135082002047,99.38564994396954,32.22692344791467,120.17681300873421
116.34373713440019,39.71389390471299,2023-02-15,6.590983568170384,2.6212602128062596,119.0046698070183,15.879650630535316,149.07183008533127
116.28693692325474,39.59521617897136,2023-02-04,6.0243871578206,2.5899227093640294,127.49955876679418,36.64309504210783,91.19525975118503
116.49367165616654,39.29776065624886,2023-01-06,6.970662814768514,2.3325738638119433,104.85200966203382,28.625756996908706,211.81675849848156
116.79139027246636,39.24234124844026,2023-03-23,6.245217191479728,3.4875136768153907,92.83457606553294,28.39986537758378,114.20820135269291
116.34523316290691,39.58545156692379,2023-03-10,6.244754383146925,2.476367673685495,113.67804263126946,27.87734333747215,148.7973446203034
